id,weighting,tenure_type,region,gross_income,length_residence,weekly_rent,weekly_mortgage,freehold_leasehold
20220019164,2201.1865308513707,owner occupied,Yorkshire and the Humber,17291.5,20-29 years,NA,NA,freehold
20220019165,1488.5584671472411,owner occupied,East Midlands,54959.8,10-19 years,NA,76.92307692307692,freehold
20220019166,5053.517031318824,owner occupied,South East,99875.4008,10-19 years,NA,230.76923076923077,freehold
20220019171,2597.760732100644,owner occupied,London,62619.7,20-29 years,NA,115.3846153846154,freehold
20220019181,733.376285630773,owner occupied,East Midlands,48778,two years,66.23076923076923,0.02307692307692308,leasehold
20220019182,430.1086435367072,private rented,East,100000,3-4 years,242.30769230769232,NA,NA
20220019184,1658.4207052732602,owner occupied,North West,42182.5,5-9 years,NA,NA,freehold
20220019187,1931.937789434273,owner occupied,South East,11830,two years,NA,45.46153846153846,leasehold
20220019189,5476.094100187914,local authority,East Midlands,13000,5-9 years,75,NA,NA
20220019190,1363.551327369687,owner occupied,South East,100000,one year,NA,334.61538461538464,freehold
20220019192,4173.073578369048,owner occupied,North West,30863,30+ years,NA,NA,freehold
20220019193,1903.503678988433,owner occupied,South West,40635,3-4 years,NA,177.68516585575284,freehold
20220019200,12840.739348436797,private rented,North West,36426.55,3-4 years,150,NA,NA
20220019201,6506.272227246347,owner occupied,West Midlands,84862.84,10-19 years,NA,NA,freehold
20220019203,1590.0534458087566,owner occupied,West Midlands,50718.75,5-9 years,NA,53.07692307692308,freehold
20220019204,5091.5208501954,owner occupied,East Midlands,31930.5,10-19 years,NA,175.1134621309988,freehold
20220019208,2892.5171228572262,owner occupied,East Midlands,11830,10-19 years,NA,NA,leasehold
20220019213,1643.1693798522235,owner occupied,East,19062.5,20-29 years,NA,117.37504762451056,freehold
20220019219,670.1534259946633,owner occupied,North East,19315,less than 1 year,NA,82.84615384615384,freehold
20220019220,1779.6123166993636,private rented,West Midlands,44020,20-29 years,98.07692307692308,NA,NA
20220019222,2096.3077815788715,owner occupied,South West,9209,30+ years,NA,64.7178832735163,freehold
20220019223,2930.735535390505,owner occupied,South East,69335,20-29 years,NA,72.92876518821608,freehold
20220019224,8213.610943906468,owner occupied,Yorkshire and the Humber,30771,30+ years,NA,NA,freehold
20220019225,1429.1662517972045,owner occupied,South East,41249,20-29 years,NA,NA,freehold
20220019230,7609.394382720239,owner occupied,London,32397.5,30+ years,NA,NA,freehold
20220019236,3682.422254527831,owner occupied,South East,100000,10-19 years,NA,461.53846153846155,freehold
20220019240,773.2905190295706,owner occupied,North East,30106.25,10-19 years,NA,NA,freehold
20220019242,922.7904020160884,housing association,South West,13699.92,3-4 years,83.07692307692308,NA,NA
20220019244,1584.5059850856169,owner occupied,East,25240.3,10-19 years,NA,346.15384615384613,freehold
20220019247,3551.776638622967,owner occupied,South East,73415,10-19 years,NA,NA,freehold
20220019253,3277.469293800161,owner occupied,East Midlands,21433,30+ years,NA,NA,freehold
20220019258,793.9271015165513,housing association,West Midlands,36575.95,3-4 years,106,NA,NA
20220019260,2140.173836415189,owner occupied,North West,67037.3,two years,NA,NA,freehold
20220019261,1244.9240226948384,private rented,East,100000,3-4 years,265.38461538461536,NA,NA
20220019263,1851.4452940226993,housing association,North West,47385.160408,10-19 years,92,NA,NA
20220019267,2072.7939773442413,owner occupied,West Midlands,21396.25,30+ years,NA,NA,freehold
20220019268,2113.693756081415,owner occupied,South East,55906.05,3-4 years,115.3846153846154,115.3846153846154,freehold
20220019269,2462.562390559619,owner occupied,West Midlands,30567.5,30+ years,NA,NA,freehold
20220019271,1056.2682489120002,owner occupied,North West,38955,3-4 years,NA,NA,freehold
20220019276,2294.0517154731288,owner occupied,Yorkshire and the Humber,62623.75,10-19 years,NA,160.84615384615384,freehold
20220019279,3139.8712785602056,owner occupied,North West,32240,10-19 years,NA,84,freehold
20220019280,3009.641359670305,owner occupied,London,100000,5-9 years,NA,156.92307692307693,freehold
20220019283,1154.2927247587288,private rented,North West,37621.05,5-9 years,131.25,NA,NA
20220019286,1070.6996093553848,private rented,East,6664.32,10-19 years,110.76923076923076,NA,NA
20220019287,2322.2215061512297,private rented,South West,69050.4504,one year,200.4068988942668,NA,NA
20220019291,719.9873938967634,local authority,South West,10642,20-29 years,89,NA,NA
20220019292,2207.911865280442,owner occupied,Yorkshire and the Humber,100000,20-29 years,NA,NA,freehold
20220019300,631.3071048881102,local authority,East,33190.5,20-29 years,90.5,NA,NA
20220019304,3331.8445696026165,owner occupied,South East,16504.8,10-19 years,NA,80.76923076923077,freehold
20220019311,2675.23303971287,owner occupied,East Midlands,27900,30+ years,NA,NA,freehold
20220019312,4047.786101980388,owner occupied,East Midlands,22484,30+ years,NA,NA,freehold
20220019313,1598.3642257091371,owner occupied,South East,38087.3,5-9 years,NA,328.16822886246456,freehold
20220019318,1789.6107870583255,owner occupied,East,62500,10-19 years,NA,38.07692307692308,freehold
20220019321,1642.0843240108754,owner occupied,South West,83712.151178,30+ years,NA,NA,freehold
20220019325,7514.414538371873,owner occupied,East,70875,5-9 years,NA,214.6153846153846,freehold
20220019331,1945.6679491526015,owner occupied,North West,14539,30+ years,NA,NA,freehold
20220019336,2696.158959829979,owner occupied,Yorkshire and the Humber,14222.88,10-19 years,NA,103.84615384615384,freehold
20220019339,4465.771688769576,owner occupied,North West,29053.611372,3-4 years,NA,NA,freehold
20220019340,1004.2870686270952,private rented,London,43200,less than 1 year,369.2307692307692,NA,NA
20220019345,921.5154403842902,owner occupied,South West,16195,3-4 years,NA,49.61538461538461,leasehold
20220019351,2944.4966464384806,owner occupied,South East,37187.5,less than 1 year,NA,NA,leasehold
20220019354,4049.060163736769,owner occupied,East Midlands,55774.8,3-4 years,NA,117.6923076923077,freehold
20220019358,825.9264254674528,owner occupied,East Midlands,92475,3-4 years,NA,115.3846153846154,freehold
20220019359,1770.1268665582502,owner occupied,South East,88487.44,5-9 years,NA,300,freehold
20220019363,1369.2605856916366,owner occupied,South East,57071.4008,10-19 years,NA,NA,freehold
20220019366,849.2182957899107,private rented,South East,81496.16,5-9 years,219.23076923076923,NA,NA
20220019371,8332.682478989256,owner occupied,Yorkshire and the Humber,14875,10-19 years,NA,NA,freehold
20220019374,1996.0117578702143,owner occupied,South West,34957.5,10-19 years,NA,NA,freehold
20220019383,2842.5656598265937,local authority,London,29602,20-29 years,168,NA,NA
20220019385,3901.522650561259,owner occupied,South West,48275,5-9 years,NA,101.53846153846152,freehold
20220019386,3019.587260368817,owner occupied,North West,21096,30+ years,NA,NA,freehold
20220019387,2790.189646073599,housing association,North East,7800,5-9 years,75,NA,NA
20220019389,2895.0593655437965,owner occupied,South West,22358.75,30+ years,NA,NA,freehold
20220019391,7189.701151472727,owner occupied,East,16814,30+ years,NA,NA,freehold
20220019393,3988.415664556642,owner occupied,London,14626.394112,20-29 years,NA,153.53424250150752,freehold
20220019395,4063.7143964547945,owner occupied,West Midlands,35625,10-19 years,NA,NA,freehold
20220019396,2041.9113731838092,owner occupied,East,47800,10-19 years,NA,46.15384615384615,freehold
20220019397,1108.212476527628,owner occupied,South East,18923.774782,two years,NA,NA,freehold
20220019398,1767.0064027879423,owner occupied,South East,65475.790356,30+ years,NA,NA,freehold
20220019399,2150.6815087530167,local authority,East Midlands,45500,30+ years,87,NA,NA
20220019404,2104.603421899072,owner occupied,East Midlands,18610,30+ years,NA,NA,freehold
20220019405,4092.5502231999153,owner occupied,North West,19879.25,30+ years,NA,NA,freehold
20220019406,3192.705813503858,private rented,South West,19240,two years,206.53846153846155,NA,NA
20220019407,1518.9577462757832,owner occupied,East,83312.5,10-19 years,NA,NA,freehold
20220019410,1808.729557100496,housing association,South East,15116.919999999998,5-9 years,119,NA,NA
20220019411,664.7423434959528,private rented,East,39260,one year,161.53846153846155,NA,NA
20220019415,3581.022206818772,owner occupied,East Midlands,72721,20-29 years,NA,NA,freehold
20220019422,2196.2888402189915,local authority,London,60377.3,5-9 years,128,NA,NA
20220019428,1480.7134187728386,owner occupied,North West,87479.8806,20-29 years,NA,184.6153846153846,freehold
20220019429,2075.3874983793144,owner occupied,East,22740,10-19 years,NA,38.75,freehold
20220019430,2040.139812587136,private rented,South East,39527.5,less than 1 year,323.0769230769231,NA,NA
20220019432,2519.8250271036973,owner occupied,South East,37000,10-19 years,NA,120,freehold
20220019434,1368.408974746235,local authority,South West,17235,20-29 years,85,NA,NA
20220019435,564.2990759886115,owner occupied,East,72721,10-19 years,NA,76.92307692307692,freehold
20220019437,1159.9364310606209,housing association,Yorkshire and the Humber,3898.08,5-9 years,82,NA,NA
20220019449,1390.1458620853116,owner occupied,Yorkshire and the Humber,60776,20-29 years,NA,NA,freehold
20220019450,3465.397363791611,private rented,Yorkshire and the Humber,46518.8,5-9 years,129.23076923076923,NA,NA
20220019452,941.4045820166184,owner occupied,North West,87960.2628,10-19 years,NA,122.3076923076923,freehold
20220019455,2490.0564555152373,owner occupied,East,100000,one year,NA,207.69230769230768,freehold
20220019456,1970.4526974784728,owner occupied,North West,35316,10-19 years,NA,161.53846153846155,freehold
20220019457,1832.46688713963,owner occupied,South West,43360,one year,NA,115.3846153846154,freehold
20220019460,3200.9314459604097,owner occupied,North West,54254.8,two years,NA,49.61538461538461,leasehold
20220019465,1648.909466976198,owner occupied,Yorkshire and the Humber,9777.5,5-9 years,NA,NA,freehold
20220019466,1401.9498545973815,housing association,North West,3898.08,3-4 years,91.2403846153846,NA,NA
20220019467,3478.1310346821133,owner occupied,South East,61112,two years,NA,226.15384615384616,freehold
20220019471,3680.777184032776,private rented,East Midlands,27058.75,3-4 years,137.30769230769232,NA,NA
20220019478,2691.3925087428374,owner occupied,East Midlands,49619.8,5-9 years,NA,323.0769230769231,freehold
20220019480,1493.9160159895807,owner occupied,East,44775,30+ years,NA,NA,freehold
20220019481,4470.568958242307,private rented,Yorkshire and the Humber,17865.5,less than 1 year,0,NA,NA
20220019489,1378.94448255042,owner occupied,South West,42857.02748,5-9 years,NA,NA,freehold
20220019490,5581.105099386141,private rented,North West,79808.76000000001,3-4 years,161.53846153846155,NA,NA
20220019494,3108.667082049819,private rented,North West,14859.8,3-4 years,115.3846153846154,NA,NA
20220019495,1036.6555755998008,private rented,North West,22484,one year,138.46153846153845,NA,NA
20220019514,1448.5945531734906,local authority,East,10242.48,5-9 years,94.6153846153846,NA,NA
20220019516,940.9257158095812,owner occupied,West Midlands,41135,two years,NA,155.76923076923077,freehold
20220019519,1405.8020044513282,owner occupied,South West,22715,30+ years,NA,NA,freehold
20220019520,2490.0962821438748,owner occupied,East,52192.5,5-9 years,NA,NA,freehold
20220019522,1515.4375208193576,owner occupied,Yorkshire and the Humber,27512.5,30+ years,NA,NA,freehold
20220019525,4877.676363740081,owner occupied,East,43057.5,5-9 years,NA,NA,freehold
20220019527,4123.922831284441,owner occupied,South East,11084.2,two years,NA,NA,leasehold
20220019528,3628.662655286851,owner occupied,East Midlands,28539.5,10-19 years,NA,NA,freehold
20220019531,1518.976698582815,owner occupied,Yorkshire and the Humber,16120,5-9 years,NA,NA,freehold
20220019537,3110.0896570688446,local authority,East,32650,5-9 years,99.5,NA,NA
20220019538,13754.679717606115,owner occupied,London,41312.5,10-19 years,NA,NA,freehold
20220019543,1701.3197134122886,private rented,London,100000,3-4 years,426.9230769230769,NA,NA
20220019547,772.0028303281227,housing association,South East,16050.56,10-19 years,101,NA,NA
20220019548,2670.022481554005,housing association,East,7202.5,one year,86,NA,NA
20220019549,2344.1625321315846,owner occupied,Yorkshire and the Humber,53977.8,3-4 years,NA,145.3846153846154,freehold
20220019550,1585.361681181638,housing association,North East,39599.8,less than 1 year,84,NA,NA
20220019553,1548.0757824183509,private rented,London,100000,two years,576.9230769230769,NA,NA
20220019554,1652.5987945156282,owner occupied,South East,43752.5,3-4 years,NA,NA,freehold
20220019561,2845.382496642459,owner occupied,East Midlands,47187.5,20-29 years,NA,NA,freehold
20220019571,588.7013220474153,private rented,London,49835,two years,276.9230769230769,NA,NA
20220019576,4096.635566313592,owner occupied,East Midlands,55240.3,3-4 years,NA,121.15384615384616,freehold
20220019582,3489.7272651945955,local authority,Yorkshire and the Humber,12324,10-19 years,98,NA,NA
20220019583,1354.6279317683848,housing association,South East,14808.4,5-9 years,95.07692307692308,NA,NA
20220019584,1214.687037665263,housing association,North West,37225,10-19 years,90,NA,NA
20220019585,1897.659423727729,private rented,West Midlands,16845,3-4 years,138.04929010483755,NA,NA
20220019587,1299.797080510932,private rented,North West,13018.75,5-9 years,81.92307692307692,NA,NA
20220019589,1269.9627275732576,local authority,London,24665.359999999997,5-9 years,124.6153846153846,NA,NA
20220019590,4147.684402921669,private rented,Yorkshire and the Humber,16179.8,10-19 years,138.46153846153845,NA,NA
20220019591,1565.405499328191,local authority,London,59655.769704399994,10-19 years,103.84615384615384,NA,NA
20220019593,7037.975463592205,owner occupied,East,29975,10-19 years,NA,114.23076923076924,freehold
20220019594,1150.744566043075,housing association,East,36400,5-9 years,115.6153846153846,NA,NA
20220019601,4860.270582246221,owner occupied,West Midlands,22910.8,10-19 years,NA,108.46153846153848,freehold
20220019608,2861.8592551431057,local authority,East Midlands,25867.8,5-9 years,87.6923076923077,NA,NA
20220019610,942.9888516842304,private rented,South East,9209,two years,91.15384615384616,NA,NA
20220019611,3720.139986719893,owner occupied,East,28552.5,20-29 years,NA,NA,freehold
20220019613,3889.512130132716,owner occupied,South West,22772.5,30+ years,NA,NA,freehold
20220019615,5323.678884476697,housing association,North West,22702.8,3-4 years,83,NA,NA
20220019616,3053.3807624757683,owner occupied,East,40425,less than 1 year,NA,NA,freehold
20220019618,2609.704346343657,private rented,North East,13204.88,two years,98.07692307692308,NA,NA
20220019619,1688.194654280262,owner occupied,London,100000,20-29 years,NA,424.7111089824507,freehold
20220019620,1197.9808879795487,private rented,East Midlands,14849.32,less than 1 year,150,NA,NA
20220019625,2007.156012174669,housing association,West Midlands,16120,30+ years,124.6153846153846,NA,NA
20220019626,2079.811806415764,housing association,South West,17178.75,two years,92.3076923076923,NA,NA
20220019630,813.4501856433408,housing association,Yorkshire and the Humber,15212.079999999998,two years,87.53846153846153,NA,NA
20220019634,3724.0379180425207,owner occupied,East Midlands,39895,less than 1 year,NA,169.6153846153846,freehold
20220019649,1984.527556863266,owner occupied,South East,16055,30+ years,NA,NA,freehold
20220019650,1646.3029583449177,owner occupied,South West,100000,5-9 years,NA,202.4719571522807,freehold
20220019652,3786.4213305087264,owner occupied,East,93032.5,20-29 years,NA,150,freehold
20220019655,1648.229114228871,local authority,West Midlands,29900,10-19 years,76.61538461538461,NA,NA
20220019663,3283.8250420809486,owner occupied,North West,73012.5,two years,NA,230.76923076923077,freehold
20220019666,1915.35151440048,housing association,London,9209.2,20-29 years,65.05613037230769,NA,NA
20220019671,2117.554172622124,local authority,London,22484,5-9 years,138.46153846153845,NA,NA
20220019672,2926.571471814179,housing association,West Midlands,40815.487136,10-19 years,98,NA,NA
20220019674,2810.455684298553,owner occupied,South East,49954,20-29 years,NA,NA,freehold
20220019675,16285.404627819304,owner occupied,London,100000,5-9 years,NA,358.84615384615387,NA
20220019676,2438.8103380946654,local authority,London,23364.5912,20-29 years,137,NA,NA
20220019684,779.0209118628709,owner occupied,North West,12072.5,30+ years,NA,NA,freehold
20220019685,1533.247450194366,owner occupied,South West,100000,20-29 years,NA,NA,freehold
20220019688,3178.047037258204,housing association,South West,37863.8,two years,117.15976331360947,NA,NA
20220019695,703.2439216667175,local authority,Yorkshire and the Humber,21175,10-19 years,73.22485207100593,NA,NA
20220019697,1658.7756838838477,private rented,London,61101,less than 1 year,357.6923076923077,NA,NA
20220019700,2829.474524015808,private rented,South East,44200,one year,346.15384615384613,NA,NA
20220019701,511.2518375334674,private rented,North West,26260,10-19 years,103.84615384615384,NA,NA
20220019703,4553.033149620004,owner occupied,London,27435,30+ years,NA,NA,freehold
20220019704,961.7836375056672,housing association,West Midlands,10030,3-4 years,110,NA,NA
20220019705,310.79084860323866,owner occupied,South East,66526.5,one year,NA,NA,freehold
20220019706,813.3900195043541,housing association,East,28080,10-19 years,100,NA,NA
20220019712,1742.943335507432,owner occupied,North West,11890,5-9 years,NA,NA,freehold
20220019714,860.4160216130869,owner occupied,East,52765.437722,two years,NA,NA,freehold
20220019718,2554.463760371961,owner occupied,North West,22484,30+ years,NA,NA,freehold
20220019720,1453.977227112456,owner occupied,South West,41727.5,3-4 years,NA,NA,freehold
20220019721,1726.6253767180729,owner occupied,South West,56374.05,10-19 years,NA,60,freehold
20220019722,5029.918087123131,housing association,West Midlands,18200,5-9 years,84.31952662721893,NA,NA
20220019723,1768.5055010792162,owner occupied,East,71375,10-19 years,NA,NA,freehold
20220019725,1828.794269021642,owner occupied,South East,90312.5,20-29 years,NA,NA,freehold
20220019726,2193.0970660655476,owner occupied,East,34639.8,5-9 years,NA,91.15384615384616,freehold
20220019733,1601.2152262094758,owner occupied,South West,35485,30+ years,NA,NA,freehold
20220019736,1945.778987857367,owner occupied,East,72492.5,10-19 years,NA,150,freehold
20220019740,3009.006080446053,local authority,East Midlands,9339,10-19 years,115,NA,NA
20220019741,839.7699694719187,private rented,South West,75075,one year,253.84615384615384,NA,NA
20220019743,1977.942195316208,owner occupied,South East,44994.5,10-19 years,NA,NA,freehold
20220019745,4363.933505156408,owner occupied,East,27983.2616,20-29 years,NA,NA,freehold
20220019746,1476.1446772330253,owner occupied,West Midlands,71887.5,3-4 years,NA,122.3076923076923,freehold
20220019748,3339.2500238412126,owner occupied,South East,68325.7936,one year,NA,NA,freehold
20220019749,2310.2043291809596,local authority,South East,12776,3-4 years,90,NA,NA
20220019751,280.16229949717297,owner occupied,South West,53300,one year,NA,NA,freehold
20220019753,3178.5473091210706,owner occupied,South East,54765.3,10-19 years,NA,57.69230769230769,freehold
20220019754,1898.419819972902,owner occupied,North West,42409.05,5-9 years,NA,123.6923076923077,freehold
20220019763,3178.8802226246507,local authority,East,47327.8,3-4 years,99,NA,NA
20220019777,2492.847234396224,private rented,London,22077.8184,20-29 years,150,NA,NA
20220019779,5623.703031580202,owner occupied,West Midlands,14835,30+ years,NA,NA,freehold
20220019780,436.2491128678508,housing association,South East,21600.96,one year,168,NA,NA
20220019790,5595.9911718949425,private rented,London,53870.85,3-4 years,288.46153846153845,NA,NA
20220019793,286.4565075448727,owner occupied,London,62700,one year,NA,189.23076923076923,leasehold
20220019796,1059.9500521338095,housing association,South West,48700,10-19 years,116,NA,NA
20220019801,1375.879161655125,owner occupied,South West,81612.5,10-19 years,NA,NA,freehold
20220019804,398.2721015869642,owner occupied,North West,40820,two years,69.23076923076923,54.90384615384615,leasehold
20220019808,1728.5730368634208,owner occupied,East,86415,20-29 years,NA,111.6923076923077,freehold
20220019810,5462.567251290633,owner occupied,South East,44836.0636,30+ years,NA,NA,freehold
20220019812,1385.985803491597,owner occupied,South West,64414.05989999999,30+ years,NA,NA,freehold
20220019813,1809.5078111619468,owner occupied,South East,100000,20-29 years,NA,NA,freehold
20220019819,9933.002925230978,owner occupied,North West,15452.5,30+ years,NA,NA,leasehold
20220019822,1860.5999017756587,owner occupied,South West,28760.5,5-9 years,NA,NA,freehold
20220019823,1742.7422878604573,owner occupied,East Midlands,34385,30+ years,NA,NA,freehold
20220019829,2190.761111707845,local authority,West Midlands,22348.56,one year,108.46153846153848,NA,NA
20220019837,13207.64077683259,owner occupied,North West,37080,30+ years,NA,101.0576923076923,freehold
20220019838,1298.5852198149246,local authority,South East,29127.8,two years,87.6923076923077,NA,NA
20220019846,2078.7036798218815,owner occupied,East,25480,5-9 years,NA,153.92307692307693,freehold
20220019850,2105.3945521663695,private rented,South East,100000,less than 1 year,357.6923076923077,NA,NA
20220019854,961.2103063957468,housing association,South East,15533.8,two years,115.90384615384616,NA,NA
20220019859,764.3070230356557,owner occupied,North West,68110,3-4 years,NA,NA,freehold
20220019862,3871.9230961101857,owner occupied,London,24068,30+ years,NA,NA,freehold
20220019864,628.8659910614557,owner occupied,East,19240,5-9 years,NA,139.6153846153846,leasehold
20220019870,343.1279812925555,local authority,West Midlands,9763,two years,75.96153846153847,NA,NA
20220019871,3302.8391701047426,private rented,North West,100000,less than 1 year,300,NA,NA
20220019873,1491.0254807322658,housing association,West Midlands,21200,10-19 years,90,NA,NA
20220019877,963.0853143180698,owner occupied,London,100000,20-29 years,NA,1274.133326947352,freehold
20220019878,1056.5672486493263,housing association,North West,30688.08,20-29 years,78,NA,NA
20220019882,4747.572971145597,owner occupied,South East,92805,5-9 years,NA,196.15384615384616,freehold
20220019886,2183.442336965082,owner occupied,West Midlands,24838.75,10-19 years,NA,NA,freehold
20220019889,827.2405170610116,owner occupied,Yorkshire and the Humber,67806.25,3-4 years,NA,147.69230769230768,freehold
20220019891,369.8236120856164,owner occupied,South East,60592.8096,3-4 years,NA,326.87846264453117,leasehold
20220019897,2336.478716481567,owner occupied,Yorkshire and the Humber,82649.5836,two years,NA,276.9230769230769,leasehold
20220019900,2475.437554600794,owner occupied,North West,16120,30+ years,NA,NA,freehold
20220019902,9611.407639329072,private rented,London,32500,one year,124.6153846153846,NA,NA
20220019903,1007.5449021025051,owner occupied,London,100000,5-9 years,NA,461.53846153846155,freehold
20220019904,903.5925666505084,owner occupied,South West,16723,two years,NA,NA,freehold
20220019905,5330.06240392519,owner occupied,West Midlands,31037.449999999997,one year,45,72.92876518821608,leasehold
20220019909,1282.2015332676194,housing association,North West,32843,20-29 years,89.3076923076923,NA,NA
20220019911,6184.708110206303,private rented,West Midlands,35775,3-4 years,213.46153846153845,NA,NA
20220019912,1487.8731918596063,private rented,South West,29465.8,3-4 years,150,NA,NA
20220019914,1403.150145950394,owner occupied,East,100000,5-9 years,NA,323.0769230769231,freehold
20220019917,2609.0775380691775,owner occupied,South West,58076.97048,10-19 years,NA,NA,freehold
20220019919,1538.0822964182237,private rented,South West,11830,3-4 years,157.6463492523077,NA,NA
20220019922,2667.259858220072,owner occupied,London,22887.5,two years,NA,NA,freehold
20220019923,1563.8295809422616,private rented,West Midlands,22873.72,10-19 years,173.07692307692307,NA,NA
20220019924,1492.117057007745,owner occupied,East,44415.31470588235,20-29 years,NA,138.46153846153845,freehold
20220019927,2600.1307859835474,local authority,South East,9209,30+ years,114.329151,NA,NA
20220019933,2699.9508871697744,owner occupied,London,17762.571962,20-29 years,NA,NA,leasehold
20220019941,2961.506539483903,private rented,South East,32500,5-9 years,222.69230769230768,NA,NA
20220019943,993.6426126995584,owner occupied,Yorkshire and the Humber,71337.5,5-9 years,NA,115.3846153846154,freehold
20220019946,4905.672607738092,owner occupied,West Midlands,10089.5,30+ years,NA,NA,freehold
20220019947,3259.64391432782,owner occupied,South East,20735,10-19 years,NA,NA,freehold
20220019952,2461.4730326367508,local authority,South East,66980,20-29 years,90,NA,NA
20220019954,4169.114399235763,owner occupied,South East,99900.4008,20-29 years,NA,61.990165594373586,freehold
20220019955,8483.084732771977,private rented,London,16138.75,10-19 years,248.07692307692307,NA,NA
20220019963,1003.4194643245612,housing association,Yorkshire and the Humber,11960.839999999998,5-9 years,84,NA,NA
20220019966,3198.4865811847926,owner occupied,East Midlands,50537.3,10-19 years,NA,NA,freehold
20220019972,3907.4895662260833,owner occupied,South East,66539.5,20-29 years,NA,NA,freehold
20220019974,2386.2697966962246,owner occupied,South West,29277.5,one year,NA,NA,freehold
20220019978,1602.2592351436829,owner occupied,South East,100000,5-9 years,NA,103.84615384615384,freehold
20220019979,2487.613113707179,housing association,South East,9209,20-29 years,113.07692307692308,NA,NA
20220019981,1803.2074055038456,owner occupied,North West,19062.5,30+ years,NA,NA,freehold
20220019985,1961.084964261647,private rented,North West,46800,two years,161.53846153846155,NA,NA
20220019991,6375.564882209786,private rented,London,85055.42000000001,3-4 years,312.786778879676,NA,NA
20220020001,2011.6251655063393,owner occupied,North West,30275,one year,NA,83.62972143246378,leasehold
20220020006,312.1155598227265,housing association,South East,55090.55,two years,138,NA,NA
20220020009,1970.7754242115868,owner occupied,West Midlands,29735,20-29 years,NA,NA,freehold
20220020018,3115.2939609705454,owner occupied,East,9209,30+ years,NA,NA,freehold
20220020019,1747.227510120983,owner occupied,East,12347.919999999998,5-9 years,NA,124.6153846153846,freehold
20220020020,5413.662546378694,owner occupied,South East,68999.8,3-4 years,NA,138.97747276509324,freehold
20220020021,1876.2496657714944,owner occupied,London,40575,two years,106.15384615384616,66.46153846153847,leasehold
20220020025,496.2563993825787,owner occupied,South West,61181.05,3-4 years,NA,152.30769230769232,freehold
20220020031,554.7127418803335,owner occupied,London,95737.5,one year,NA,214.6153846153846,leasehold
20220020032,1036.9830928265626,housing association,East,13912.6,two years,90,NA,NA
20220020033,2431.256247418363,owner occupied,South East,100000,20-29 years,NA,NA,freehold
20220020034,3607.247747670601,owner occupied,South East,51692.5,10-19 years,NA,NA,freehold
20220020038,2183.264108075533,owner occupied,East Midlands,41135,30+ years,NA,NA,freehold
20220020039,1184.8239965732523,owner occupied,South West,63712.5,3-4 years,NA,138.46153846153845,freehold
20220020042,2930.3142869380213,owner occupied,South East,27404,10-19 years,NA,NA,freehold
20220020043,1647.4546262429833,owner occupied,North West,48778,20-29 years,NA,NA,freehold
20220020050,6063.998542903507,owner occupied,East,45360,5-9 years,NA,173.76923076923077,freehold
20220020052,1317.640616881666,private rented,London,100000,less than 1 year,415.38461538461536,NA,NA
20220020062,686.7882718319781,housing association,South East,11830,10-19 years,95,NA,NA
20220020065,5646.167117047006,local authority,East,4128,3-4 years,125,NA,NA
20220020069,973.5507482010028,housing association,East Midlands,43327.7722,10-19 years,93.26923076923076,NA,NA
20220020070,3244.109639664531,owner occupied,South West,27017,two years,NA,NA,leasehold
20220020076,1063.3272712091798,housing association,South East,41607.8,10-19 years,136.15384615384616,NA,NA
20220020081,2332.2412269473116,owner occupied,East,100000,two years,NA,169.3846153846154,freehold
20220020089,3426.369067184487,private rented,East,33429,less than 1 year,240,NA,NA
20220020090,2335.998702123992,owner occupied,South East,63012.5,10-19 years,NA,356.7573315452586,freehold
20220020091,2064.418469830719,owner occupied,North West,21175,5-9 years,NA,NA,freehold
20220020093,552.520286123185,private rented,East,25075,5-9 years,150,NA,NA
20220020095,698.6843488263737,housing association,East,9468.8,20-29 years,100,NA,NA
20220020097,1508.2706029363032,owner occupied,Yorkshire and the Humber,22826.25,30+ years,NA,NA,freehold
20220020100,1515.756278444681,housing association,East Midlands,31327.8,10-19 years,98,NA,NA
20220020101,1451.503993847548,local authority,South East,15797.759999999998,5-9 years,101.07692307692308,NA,NA
20220020105,1921.7530996403125,owner occupied,North West,84497.5,3-4 years,NA,NA,freehold
20220020107,4605.285798130746,housing association,London,24493.08,5-9 years,237,NA,NA
20220020112,2387.130299658182,owner occupied,North West,18200,10-19 years,NA,98.76923076923076,freehold
20220020114,1617.3659784961028,housing association,East Midlands,14744.2,one year,76,NA,NA
20220020122,779.4747778781827,housing association,Yorkshire and the Humber,21060,two years,94.6153846153846,NA,NA
20220020124,1872.946170421989,owner occupied,West Midlands,45815,10-19 years,NA,NA,freehold
20220020126,1566.4266422010603,owner occupied,South West,86711.95,10-19 years,NA,184.6153846153846,freehold
20220020128,544.2904668022776,owner occupied,East Midlands,20812.5,less than 1 year,NA,NA,freehold
20220020133,3943.0800036083583,owner occupied,West Midlands,90672.5,two years,NA,260.3278250418235,freehold
20220020134,1266.4449973076175,owner occupied,East,74887.5,one year,NA,NA,freehold
20220020136,2080.3715772079704,local authority,Yorkshire and the Humber,10303.67,one year,80.76923076923077,NA,NA
20220020147,6366.419530635283,owner occupied,North East,27846.55,10-19 years,NA,83.07692307692308,freehold
20220020151,1091.548232656901,owner occupied,South West,42198.55,two years,NA,131.53846153846155,freehold
20220020160,1049.524870078474,housing association,North West,28347.8,20-29 years,160,NA,NA
20220020167,829.5523249175317,owner occupied,West Midlands,13000,3-4 years,NA,69.23076923076923,freehold
