id,weighting,tenure_type,region,gross_income,length_residence,weekly_rent,weekly_mortgage,freehold_leasehold
20220005874,3863.086365946547,owner occupied,West Midlands,9209,10-19 years,NA,NA,freehold
20220005877,1132.1996286662793,housing association,North East,15243.8,3-4 years,88,NA,NA
20220005878,1411.0283124772495,local authority,East Midlands,5382,5-9 years,81,NA,NA
20220005881,6172.820626318836,owner occupied,East,49400,10-19 years,NA,154.6153846153846,freehold
20220005882,1312.6083256376785,owner occupied,London,39575,5-9 years,NA,NA,freehold
20220005883,7001.767905854626,owner occupied,London,100000,5-9 years,NA,782.500317496737,freehold
20220005884,3012.110781645392,owner occupied,West Midlands,43371,10-19 years,NA,NA,freehold
20220005886,9028.01425095724,owner occupied,East,39821.813599999994,20-29 years,NA,109.08054425904515,freehold
20220005888,1385.5510339556176,owner occupied,South East,100000,10-19 years,NA,NA,freehold
20220005890,408.3502717310446,owner occupied,North East,100000,3-4 years,NA,145.15384615384616,freehold
20220005894,1977.5859131705784,private rented,North West,13379.8,3-4 years,184.6153846153846,NA,NA
20220005895,2336.840413962205,owner occupied,East Midlands,22484,30+ years,NA,NA,freehold
20220005898,2624.0944495034905,housing association,London,3898.08,10-19 years,160,NA,NA
20220005899,1954.63580785437,owner occupied,East Midlands,77765.3,10-19 years,NA,175.3846153846154,freehold
20220005900,2262.463446847965,private rented,East,13000,10-19 years,126.92307692307692,NA,NA
20220005904,6676.431228366669,owner occupied,London,47437.5,10-19 years,NA,146.71880953063825,leasehold
20220005905,8385.771491167687,owner occupied,East Midlands,59832.49,20-29 years,NA,NA,freehold
20220005910,678.8453464713268,local authority,Yorkshire and the Humber,9501,less than 1 year,67,NA,NA
20220005911,2834.1635933794696,owner occupied,West Midlands,14832.5,30+ years,NA,NA,freehold
20220005912,1724.34029250471,housing association,North West,17060.800000000003,10-19 years,92,NA,NA
20220005913,3008.243610734011,owner occupied,East Midlands,93890.156,20-29 years,NA,NA,freehold
20220005916,3629.999922266061,owner occupied,London,28838.45,20-29 years,NA,71.07692307692308,leasehold
20220005917,1262.100909019961,owner occupied,Yorkshire and the Humber,26835,10-19 years,NA,NA,freehold
20220005919,1453.078689989256,owner occupied,Yorkshire and the Humber,53675,two years,NA,124.6153846153846,freehold
20220005926,10138.62087463274,private rented,South West,41331.95,less than 1 year,196.15384615384616,NA,NA
20220005932,1764.0769944675544,private rented,Yorkshire and the Humber,13372.5,10-19 years,118.62226503111992,NA,NA
20220005934,2603.614267522799,housing association,North East,9209,10-19 years,100.75,NA,NA
20220005935,1526.9174958810463,owner occupied,London,37129.5664,20-29 years,NA,NA,leasehold
20220005936,4188.358157334907,owner occupied,East Midlands,81740,5-9 years,NA,110.76923076923076,freehold
20220005944,1924.050521563421,owner occupied,North West,22484,5-9 years,NA,NA,freehold
20220005946,1727.325074886112,owner occupied,South West,46015,10-19 years,NA,NA,freehold
20220005961,2590.1182515342025,owner occupied,Yorkshire and the Humber,31477.48,3-4 years,NA,NA,freehold
20220005964,849.2872426158849,housing association,South West,29439.8,3-4 years,107.3076923076923,NA,NA
20220005969,3957.127206143436,private rented,North West,35315.8,10-19 years,155.44230769230768,NA,NA
20220005975,1371.2997781687875,owner occupied,South West,58437.3,10-19 years,NA,138.46153846153845,freehold
20220005976,880.6837226804821,owner occupied,Yorkshire and the Humber,39155,two years,NA,NA,freehold
20220005978,1453.0411111510496,owner occupied,East,15715,30+ years,NA,NA,freehold
20220005982,2022.4158894398072,owner occupied,North West,52212.52,20-29 years,NA,NA,freehold
20220005989,468.0981295455423,owner occupied,North East,50277.8,3-4 years,NA,138.46153846153845,freehold
20220005992,3610.695042136801,owner occupied,South East,40359.8,5-9 years,92.3076923076923,189.23076923076923,leasehold
20220005993,1096.5266341617994,owner occupied,East Midlands,57312.5,one year,NA,98.07692307692308,freehold
20220005995,2816.6543301603147,private rented,South East,55407.8,two years,253.84615384615384,NA,NA
20220005997,1297.4705740827096,owner occupied,West Midlands,65206.25,3-4 years,NA,182.30769230769232,freehold
20220006000,2812.4080960043807,private rented,North West,18200,20-29 years,80.76923076923077,NA,NA
20220006005,5325.186063838702,owner occupied,East,38471.8,3-4 years,NA,369.7314000172083,freehold
20220006007,4228.207136079918,owner occupied,West Midlands,15803,20-29 years,NA,NA,freehold
20220006008,2698.010271392074,owner occupied,South West,76052.5,5-9 years,NA,NA,freehold
20220006009,435.0991192440641,housing association,North West,42077.3363,one year,121.3846153846154,NA,NA
20220006011,1270.0976341509008,private rented,East Midlands,34877.5,two years,124.6153846153846,NA,NA
20220006013,1041.5122074712488,private rented,London,46129.28,two years,284.93022224708665,NA,NA
20220006015,1426.1900493176297,local authority,London,9501,10-19 years,180,NA,NA
20220006022,1289.139810639814,local authority,East,45500,30+ years,114.42307692307692,NA,NA
20220006024,2370.6533630597696,owner occupied,Yorkshire and the Humber,47714.8,5-9 years,NA,132.88461538461536,freehold
20220006027,1750.8055734117422,housing association,Yorkshire and the Humber,6812,20-29 years,100,NA,NA
20220006030,3249.875411195384,owner occupied,North West,9209,30+ years,NA,NA,freehold
20220006031,1397.1594051687375,private rented,London,100000,less than 1 year,215.76923076923077,NA,NA
20220006032,1807.6897461722565,owner occupied,South East,31955,30+ years,NA,NA,freehold
20220006038,645.7923045192184,housing association,East,22484,20-29 years,92.3076923076923,NA,NA
20220006041,4462.037759250427,owner occupied,East Midlands,67750,one year,NA,93.82648152869903,freehold
20220006048,2264.338391035112,owner occupied,East Midlands,79750,5-9 years,NA,191.53846153846155,freehold
20220006050,3157.237573028637,owner occupied,North West,89107.5686,20-29 years,NA,NA,freehold
20220006051,790.3708770354372,owner occupied,East,53069.274399999995,3-4 years,NA,NA,freehold
20220006052,1250.3391824394907,owner occupied,East,37396.25,10-19 years,NA,NA,freehold
20220006057,4036.834752951512,owner occupied,South East,29918.75,30+ years,NA,NA,freehold
20220006058,5649.057637303732,private rented,London,44590,10-19 years,161.53846153846155,NA,NA
20220006059,3004.1651840750737,owner occupied,East Midlands,57515,20-29 years,NA,NA,freehold
20220006061,3957.12745517747,owner occupied,South East,28323.75,one year,NA,175.3846153846154,freehold
20220006063,2409.78266035892,owner occupied,South West,69435,10-19 years,NA,70.42502857470633,freehold
20220006070,487.3403592914753,local authority,Yorkshire and the Humber,12400,3-4 years,65,NA,NA
20220006073,1814.8292744146745,private rented,Yorkshire and the Humber,13221,two years,90,NA,NA
20220006075,1792.3543003454624,owner occupied,North West,26679,30+ years,NA,NA,freehold
20220006081,1370.3236297028602,private rented,North West,15124.68,one year,114.23076923076924,NA,NA
20220006082,657.4932362519165,housing association,East,16465.28,two years,97.09615384615384,NA,NA
20220006083,4619.266490437991,private rented,London,85625,3-4 years,207.69230769230768,NA,NA
20220006085,1150.9686785808185,private rented,East,36700,one year,126.92307692307692,NA,NA
20220006090,4616.8503451176575,owner occupied,West Midlands,13186.45,10-19 years,NA,NA,freehold
20220006091,4172.1756816828665,owner occupied,North West,29775,10-19 years,NA,NA,freehold
20220006093,1841.730061440348,owner occupied,East Midlands,20540,20-29 years,NA,121.34603113784308,freehold
20220006097,3294.5900556734355,owner occupied,South East,19097.5,30+ years,NA,NA,freehold
20220006098,1525.5182804938477,local authority,East,11700,5-9 years,104,NA,NA
20220006109,4354.978769037008,owner occupied,South East,59612.3,10-19 years,NA,NA,freehold
20220006112,789.3289931235612,housing association,North West,13328,3-4 years,85,NA,NA
20220006120,2059.1742106041174,owner occupied,South East,70705.0442,20-29 years,NA,115.3846153846154,freehold
20220006121,490.1343742024615,housing association,East,55423.89,10-19 years,114.92307692307692,NA,NA
20220006123,1716.2093108251663,private rented,North West,17368,10-19 years,0,NA,NA
20220006126,2022.0997920828795,owner occupied,South East,81406.25,10-19 years,NA,NA,freehold
20220006130,4569.294309627315,owner occupied,Yorkshire and the Humber,9209,20-29 years,NA,NA,freehold
20220006131,911.2726200273752,owner occupied,Yorkshire and the Humber,18200,less than 1 year,NA,86.53846153846153,freehold
20220006134,1720.9107935393451,private rented,East,10132.2,one year,167.30769230769232,NA,NA
20220006139,1680.0032193433194,private rented,London,100000,two years,300,NA,NA
20220006141,3058.465895348056,owner occupied,South East,55702.8,10-19 years,NA,101.53846153846152,freehold
20220006143,1872.6059752407389,owner occupied,West Midlands,61675,two years,NA,NA,freehold
20220006145,5705.290335337616,owner occupied,South West,33599.8,5-9 years,NA,115.3846153846154,freehold
20220006149,5464.825062975364,owner occupied,Yorkshire and the Humber,35826.25,5-9 years,NA,95.76923076923076,freehold
20220006151,1560.067697591379,private rented,South East,45800,two years,178.84615384615384,NA,NA
20220006154,1269.7854492942197,local authority,East,42380,5-9 years,113,NA,NA
20220006157,729.4125636979028,local authority,East,53040,20-29 years,115.3846153846154,NA,NA
20220006158,5841.878683895221,local authority,London,58757.93000000001,10-19 years,91.6153846153846,NA,NA
20220006160,373.7152596851518,private rented,South West,49854.1108,less than 1 year,115.3846153846154,NA,NA
20220006161,1283.731028569015,private rented,Yorkshire and the Humber,21840,20-29 years,115.3846153846154,NA,NA
20220006164,444.0791092899915,owner occupied,East,49352.44,one year,62.5,107.98076923076924,freehold
20220006166,2937.0179863903136,owner occupied,London,88311.89,one year,NA,166.15384615384616,leasehold
20220006168,1781.1562638689234,owner occupied,South East,77075.4008,10-19 years,NA,NA,freehold
20220006169,826.1344466367468,housing association,London,19237.5,10-19 years,122.07692307692308,NA,NA
20220006175,1647.228310106135,owner occupied,North West,80915,10-19 years,NA,NA,leasehold
20220006176,1887.7528062019,owner occupied,Yorkshire and the Humber,32035,5-9 years,NA,NA,freehold
20220006180,1613.3518652351208,owner occupied,Yorkshire and the Humber,17837.5,20-29 years,NA,NA,freehold
20220006188,3757.459223167972,owner occupied,West Midlands,65374.8,10-19 years,NA,129.69230769230768,freehold
20220006190,2144.5736303491,private rented,South East,23173.8,10-19 years,425.11538461538464,NA,NA
20220006192,1739.479749089334,owner occupied,South East,80648.0188,10-19 years,NA,191.6358199830564,freehold
20220006196,3264.1850721690557,owner occupied,West Midlands,35137.5,two years,NA,80.76923076923077,freehold
20220006208,1310.2704310393224,private rented,North East,13018.75,30+ years,109.6153846153846,NA,NA
20220006211,4232.837184587133,owner occupied,South West,100000,20-29 years,NA,NA,freehold
20220006213,2247.3870836129813,owner occupied,South East,77706.25,3-4 years,NA,207.69230769230768,freehold
20220006219,2584.673710502469,owner occupied,North West,76755,10-19 years,NA,NA,freehold
20220006220,1384.525050977537,owner occupied,East,46915,30+ years,NA,NA,freehold
20220006222,1774.5758455954904,owner occupied,East Midlands,68546.875152,20-29 years,NA,NA,freehold
20220006226,2005.0417359194184,owner occupied,North West,47852.8,3-4 years,NA,158.75,freehold
20220006233,2682.1007406302833,local authority,South West,11830,5-9 years,115.3846153846154,NA,NA
20220006234,2660.0485528674894,owner occupied,East,81866.8,5-9 years,NA,NA,freehold
20220006235,1206.9244219393445,housing association,North West,33922,10-19 years,83.65384615384616,NA,NA
20220006238,3605.8618529280825,owner occupied,East Midlands,38955,30+ years,NA,NA,freehold
20220006242,1986.60102341924,owner occupied,West Midlands,35510,30+ years,NA,NA,freehold
20220006243,1510.6341176453025,owner occupied,West Midlands,93655,less than 1 year,NA,NA,freehold
20220006245,1182.2176512081753,housing association,London,29155.839999999997,20-29 years,137,NA,NA
20220006246,1959.4242346208237,local authority,London,30999.8,5-9 years,168.26923076923077,NA,NA
20220006248,3822.579320733559,owner occupied,South East,100000,30+ years,NA,NA,freehold
20220006249,3242.814400687953,owner occupied,East,41319,5-9 years,NA,NA,freehold
20220006255,3566.7372571730316,owner occupied,North East,17756.5,20-29 years,NA,NA,freehold
20220006257,2489.0756411136263,owner occupied,East Midlands,77455,20-29 years,NA,NA,freehold
20220006258,1621.8537972920726,owner occupied,South West,20809.267999999996,30+ years,NA,173.07692307692307,freehold
20220006260,1212.893545095127,housing association,North West,26690.5,5-9 years,126.92307692307692,NA,NA
20220006263,1247.238490885414,owner occupied,West Midlands,25730.1,two years,NA,81.23076923076923,freehold
20220006267,6168.72749486801,local authority,East Midlands,29960,30+ years,87.64792899408283,NA,NA
20220006270,1085.9234964432444,private rented,South West,23908.48,less than 1 year,201.92307692307693,NA,NA
20220006271,2360.906565831091,owner occupied,East,24325,30+ years,NA,NA,freehold
20220006272,2441.8806405284413,owner occupied,West Midlands,26387.5,3-4 years,NA,92.3076923076923,freehold
20220006274,1595.8384583952718,owner occupied,South East,38955,10-19 years,NA,NA,freehold
20220006275,16969.60105495154,private rented,North West,18640.36,one year,150,NA,NA
20220006278,1289.1362728757813,private rented,Yorkshire and the Humber,19354,less than 1 year,46.15384615384615,NA,NA
20220006281,2961.6890645482945,owner occupied,London,75994.0406,20-29 years,NA,101.23597857614035,freehold
20220006284,7204.021887977368,owner occupied,South West,30848.2,5-9 years,NA,95.07692307692308,freehold
20220006286,1177.4604971686713,private rented,Yorkshire and the Humber,39000,two years,288.46153846153845,NA,NA
20220006289,1333.858696098293,private rented,South East,27300,3-4 years,200,NA,NA
20220006293,8239.378246754395,owner occupied,London,100000,10-19 years,NA,461.53846153846155,freehold
20220006296,852.7986952027962,private rented,East Midlands,39175,two years,152.76923076923077,NA,NA
20220006304,13047.105887253078,owner occupied,North West,11755,30+ years,NA,NA,freehold
20220006306,6510.505347133736,private rented,East,57519.8,10-19 years,207.69230769230768,NA,NA
20220006316,535.2720545010454,owner occupied,South West,31575,10-19 years,NA,137.30769230769232,freehold
20220006317,1515.0487589958016,owner occupied,North East,12373.64,5-9 years,NA,NA,leasehold
20220006321,2679.082823943165,private rented,South East,53886.9782,10-19 years,249.55027224327077,NA,NA
20220006323,4717.61944132145,owner occupied,North East,16121.5,30+ years,NA,NA,freehold
20220006324,1602.9770591767356,owner occupied,East,33855,30+ years,NA,NA,freehold
20220006326,3009.5707922418724,owner occupied,South East,30947.8,one year,NA,207.69230769230768,freehold
20220006331,2353.3056966158647,private rented,West Midlands,11103.72,3-4 years,103.84615384615384,NA,NA
20220006335,2078.959055217476,owner occupied,London,36883.5514,10-19 years,NA,46.15384615384615,leasehold
20220006338,5576.652126985282,housing association,South West,50375.55,5-9 years,160,NA,NA
20220006343,4666.966673776325,private rented,London,34488.18,one year,400.5408883296546,NA,NA
20220006345,741.5766089245952,private rented,East Midlands,27300,5-9 years,120,NA,NA
20220006346,696.4272498856884,local authority,Yorkshire and the Humber,12777.5,10-19 years,62,NA,NA
20220006351,1684.1976173265236,private rented,Yorkshire and the Humber,9501,3-4 years,115.3846153846154,NA,NA
20220006352,751.331950436792,owner occupied,West Midlands,76519.84,two years,NA,246.48760001147215,freehold
20220006353,2722.619103852075,owner occupied,South East,21564,20-29 years,NA,NA,freehold
20220006354,2898.5377262921525,owner occupied,South East,100000,10-19 years,NA,461.53846153846155,freehold
20220006355,868.7491845100409,housing association,South East,13913.75,5-9 years,109,NA,NA
20220006357,1358.603182051567,housing association,London,90555,20-29 years,137,NA,NA
20220006368,5362.1478414681305,private rented,West Midlands,26008.4,less than 1 year,208.15384615384616,NA,NA
20220006371,1918.764081144915,owner occupied,North West,13472.5,5-9 years,NA,NA,freehold
20220006374,1027.8387381735392,housing association,North West,18096,one year,81,NA,NA
20220006378,2867.380528814501,local authority,East Midlands,21380.44,less than 1 year,67.38461538461539,NA,NA
20220006384,2702.9589603658,private rented,North West,61800,20-29 years,110,NA,NA
20220006391,1078.037140626244,owner occupied,East,100000,one year,NA,276.9230769230769,freehold
20220006394,843.1298621515548,private rented,South East,40300,10-19 years,196.15384615384616,NA,NA
20220006401,2673.228708512748,owner occupied,East,44554.201799999995,10-19 years,NA,NA,freehold
20220006404,3307.665992943174,owner occupied,South West,100000,10-19 years,NA,39.46153846153846,freehold
20220006405,4680.343528126648,private rented,London,38047.18000000001,30+ years,57.69230769230769,NA,NA
20220006407,2976.2147027428578,owner occupied,East,25386.75,30+ years,NA,NA,freehold
20220006409,869.409157430344,owner occupied,Yorkshire and the Humber,73679.85,5-9 years,NA,126.92307692307692,freehold
20220006420,1839.4603980145837,owner occupied,South East,41008.880000000005,5-9 years,NA,109.3846153846154,freehold
20220006424,2581.163225057514,housing association,North East,9339,10-19 years,91,NA,NA
20220006425,3614.28035643434,owner occupied,South West,72721,3-4 years,NA,264.0938571551488,freehold
20220006429,2509.827331511394,owner occupied,South East,100000,10-19 years,NA,382.2097313460133,freehold
20220006431,4284.65820450523,private rented,Yorkshire and the Humber,16845.28,less than 1 year,92.3076923076923,NA,NA
20220006434,647.04677537391035,housing association,East,20162.56,two years,101.53846153846152,NA,NA
20220006439,979.56002437182,housing association,North West,45199.64,5-9 years,112.5,NA,NA
20220006441,598.6811637664716,housing association,North West,17420,10-19 years,92,NA,NA
20220006442,2508.1088530818683,housing association,East Midlands,20852,10-19 years,92,NA,NA
20220006445,7414.572296721489,private rented,North East,12360.64,one year,150,NA,NA
20220006446,2688.4837457420726,owner occupied,West Midlands,41418.55,less than 1 year,NA,92.3076923076923,freehold
20220006452,3190.0072764006636,housing association,London,23927.8,10-19 years,138.46153846153845,NA,NA
20220006455,2649.7444200233404,private rented,Yorkshire and the Humber,9397.5,3-4 years,64.34601702,NA,NA
20220006456,2321.3802430021456,owner occupied,North West,17160,3-4 years,NA,NA,freehold
20220006459,620.6243278495713,local authority,Yorkshire and the Humber,32887.5,10-19 years,87,NA,NA
20220006461,4945.836693802424,owner occupied,London,9209,5-9 years,NA,NA,freehold
20220006463,669.6903416469828,owner occupied,South West,30498,5-9 years,NA,NA,leasehold
20220006465,5883.828432625472,owner occupied,Yorkshire and the Humber,63252.5,20-29 years,NA,73.38426841843456,freehold
20220006470,12590.031661384442,private rented,London,32702.909999999996,less than 1 year,282.6923076923077,NA,NA
20220006477,777.5410923746449,housing association,North West,44460,less than 1 year,92,NA,NA
20220006483,11307.534372003372,owner occupied,East Midlands,12650,10-19 years,NA,837.287614851117,freehold
20220006487,1708.2877995639285,owner occupied,East Midlands,57500,5-9 years,NA,120,freehold
20220006489,1321.4923481723608,owner occupied,Yorkshire and the Humber,5720,3-4 years,NA,NA,freehold
20220006492,1072.1994449001068,owner occupied,London,45599.8,5-9 years,NA,122.3076923076923,freehold
20220006493,3216.414531957377,private rented,South West,61675,3-4 years,184.6153846153846,NA,NA
20220006494,938.5010446454372,housing association,South East,14310,20-29 years,123,NA,NA
20220006496,5422.443026951484,owner occupied,London,100000,one year,NA,438.46153846153845,freehold
20220006497,3871.07570022655,housing association,South East,20469.8,10-19 years,183.69230769230768,NA,NA
20220006501,2866.1050150091123,private rented,Yorkshire and the Humber,37802.25,3-4 years,136.34615384615384,NA,NA
20220006512,4861.149787915696,owner occupied,East,83975,10-19 years,NA,115.3846153846154,freehold
20220006514,677.2270215127777,owner occupied,East Midlands,34402.8,5-9 years,NA,108.46153846153848,freehold
20220006517,3826.116112369851,owner occupied,Yorkshire and the Humber,23975,20-29 years,NA,NA,freehold
20220006523,601.8673064090605,private rented,East,16201.28,3-4 years,126.92307692307692,NA,NA
20220006525,762.8860349885787,local authority,East,20949.64,5-9 years,87.6923076923077,NA,NA
20220006534,1842.3501505659167,owner occupied,North West,25575,20-29 years,NA,NA,freehold
20220006537,2698.971087278199,owner occupied,South East,53870.85,two years,133.84615384615384,138.46153846153845,freehold
20220006538,514.7788459367512,private rented,North West,57200,3-4 years,173.07692307692307,NA,NA
20220006539,851.7120121720195,owner occupied,London,94572.5,20-29 years,NA,0.02307692307692308,freehold
20220006542,9844.532242105402,private rented,London,62800,5-9 years,461.53846153846155,NA,NA
20220006546,1246.6266933886284,housing association,North West,7137,less than 1 year,97,NA,NA
20220006548,3730.316673710407,owner occupied,East,9209,30+ years,NA,NA,freehold
20220006552,3420.720838868015,owner occupied,London,45102.8,5-9 years,NA,346.15384615384613,freehold
20220006554,2983.1246976197385,owner occupied,North West,11960,3-4 years,NA,NA,freehold
20220006555,671.7214657820966,local authority,South West,18408,3-4 years,81,NA,NA
20220006559,1797.9157404166378,owner occupied,East Midlands,26133.3,10-19 years,NA,114.6923076923077,freehold
20220006563,952.1533833688644,housing association,North West,25368,5-9 years,73,NA,NA
20220006566,2543.7300766316307,owner occupied,South East,43140,30+ years,NA,80.76923076923077,freehold
20220006568,883.3536398137702,owner occupied,East,37225,30+ years,138.46153846153845,0.02307692307692308,freehold
20220006571,3523.109585840839,owner occupied,South East,100000,10-19 years,NA,276.9230769230769,freehold
20220006574,1185.771612899017,owner occupied,East,88025,one year,NA,143.07692307692307,freehold
20220006575,1165.159048185261,housing association,South East,11173.08,two years,138.46153846153845,NA,NA
20220006579,1867.0663777825307,owner occupied,North West,18699,30+ years,NA,NA,freehold
20220006580,1729.0461934488676,owner occupied,West Midlands,36277.5,30+ years,NA,NA,freehold
20220006584,2173.197175445326,private rented,East Midlands,16892.72,10-19 years,103.84615384615384,NA,NA
20220006585,2719.498469918099,private rented,London,11960,less than 1 year,300,NA,NA
20220006594,1488.856927857335,owner occupied,East,63794.201799999995,20-29 years,NA,NA,freehold
20220006596,2285.2482635885253,owner occupied,East,24340,30+ years,NA,NA,freehold
20220006597,951.984070026395,housing association,North West,26037.5,5-9 years,107.8846153846154,NA,NA
20220006598,5479.33183401744,owner occupied,East,59025,5-9 years,NA,114.23076923076924,freehold
20220006603,1216.7859903363342,private rented,North East,12000.28,two years,114.23076923076924,NA,NA
20220006606,2125.9855339477967,owner occupied,East Midlands,81418.6655,10-19 years,NA,367.73827047509747,freehold
20220006609,3515.052785745881,owner occupied,South West,8168,20-29 years,NA,NA,NA
20220006611,1238.2604974958122,private rented,East Midlands,40430,10-19 years,37.61538461538461,NA,NA
20220006615,4404.409432152808,owner occupied,South West,100000,10-19 years,NA,NA,freehold
20220006616,1032.7799268357007,local authority,Yorkshire and the Humber,10548.96,5-9 years,77,NA,NA
