id,gross_income,length_residence,weekly_rent,weekly_mortgage,freehold_leasehold
20220001717,18207.5,20-29 years,NA,NA,freehold
20220001719,50707.5,10-19 years,NA,NA,freehold
20220001721,30677.75,two years,173.07692307692307,NA,NA
20220001725,19190,30+ years,NA,NA,freehold
20220001728,36924,30+ years,NA,NA,freehold
20220001729,90793.92,3-4 years,NA,438.46153846153845,freehold
20220001731,20468,3-4 years,27.900000000000006,0.02307692307692308,leasehold
20220001740,50296.8496,3-4 years,NA,NA,freehold
20220001742,38955,3-4 years,NA,NA,freehold
20220001746,18311.8,3-4 years,176,NA,NA
20220001747,22043,10-19 years,NA,NA,leasehold
20220001749,36700,two years,138.46153846153845,NA,NA
20220001750,40752.880000000005,two years,132.69230769230768,NA,NA
20220001759,27622.4652,3-4 years,323.0769230769231,NA,NA
20220001760,21478.65,10-19 years,76.15384615384616,NA,NA
20220001763,7005.120000000002,one year,225,NA,NA
20220001767,92775,less than 1 year,NA,196.15384615384616,freehold
20220001782,50375,two years,NA,NA,leasehold
20220001784,73328,30+ years,NA,NA,freehold
20220001790,24700,two years,109.61538461538461,NA,NA
20220001793,66729.2616,20-29 years,NA,230.76923076923077,freehold
20220001801,55530,5-9 years,230.76923076923077,NA,NA
20220001806,10028,30+ years,NA,NA,freehold
20220001808,58232.3,10-19 years,145,NA,NA
20220001811,68787.5,two years,NA,NA,freehold
20220001816,22532.5,30+ years,87.5,NA,NA
20220001825,43632.5,5-9 years,NA,161.53846153846155,freehold
20220001826,20748.72,two years,80.76923076923077,28.846153846153847,leasehold
20220001829,100000,5-9 years,NA,0.02307692307692308,freehold
20220001833,22030,30+ years,NA,NA,freehold
20220001835,16120,5-9 years,72,NA,NA
20220001841,46187.5,two years,160.3846153846154,NA,NA
20220001842,54187.5,one year,NA,219.23076923076923,freehold
20220001843,74841.04000000001,5-9 years,NA,104.0620976954662,freehold
20220001845,21736.3728,10-19 years,NA,NA,freehold
20220001848,71775,less than 1 year,NA,276.9230769230769,freehold
20220001849,33931.6,10-19 years,NA,NA,freehold
20220001854,13652.6,5-9 years,115.38461538461539,NA,NA
20220001857,64083.7552,one year,NA,138.46153846153845,freehold
20220001859,46063.2,30+ years,NA,NA,freehold
20220001860,17680,30+ years,150,NA,NA
20220001864,36760,30+ years,NA,NA,freehold
20220001868,32800,20-29 years,NA,NA,NA
20220001869,15607.382000000001,less than 1 year,129.80769230769232,NA,NA
20220001870,60734.7776,20-29 years,NA,NA,freehold
20220001875,24077.5,10-19 years,NA,691.6723774857055,leasehold
20220001876,71231.76999999999,20-29 years,138.46153846153845,NA,NA
20220001877,18725,30+ years,NA,NA,freehold
20220001878,47227.5,20-29 years,NA,NA,freehold
20220001884,75625,5-9 years,NA,276.9230769230769,freehold
20220001886,27300,10-19 years,NA,NA,freehold
20220001887,91865,5-9 years,NA,164.07692307692307,freehold
20220001888,12559.2,20-29 years,NA,NA,freehold
20220001893,9209,10-19 years,92,NA,NA
20220001895,27784,20-29 years,98.07692307692308,NA,NA
20220001897,100000,20-29 years,NA,NA,freehold
20220001900,15037.5,5-9 years,92.3076923076923,NA,NA
20220001901,75150,30+ years,NA,173.07692307692307,freehold
20220001906,54327.8,one year,NA,NA,freehold
20220001907,32791,one year,84.92307692307692,NA,NA
20220001910,33355,10-19 years,NA,147.69230769230768,freehold
20220001911,20101,20-29 years,NA,NA,freehold
20220001916,49643.75,two years,NA,150,freehold
20220001920,25811,30+ years,NA,NA,freehold
20220001921,42010,10-19 years,NA,99.23076923076923,freehold
20220001923,11830,5-9 years,121.15384615384616,NA,NA
20220001924,49330,10-19 years,NA,NA,freehold
20220001926,30207,3-4 years,NA,NA,freehold
20220001930,10800.92,10-19 years,138.46153846153845,NA,NA
20220001931,57497.5,30+ years,NA,NA,freehold
20220001933,16667.5,30+ years,NA,NA,freehold
20220001941,24700,less than 1 year,109.61538461538461,NA,NA
20220001944,100000,30+ years,NA,NA,leasehold
20220001946,24180,20-29 years,98,NA,NA
20220001947,17255,30+ years,NA,NA,freehold
20220001948,96412.5,20-29 years,NA,NA,freehold
20220001950,22520.5,30+ years,NA,NA,freehold
20220001952,26065,30+ years,NA,NA,freehold
20220001953,34600,30+ years,NA,NA,freehold
20220001954,16185,30+ years,NA,NA,freehold
20220001955,20844.719999999998,5-9 years,124.61538461538461,NA,NA
20220001956,24700,less than 1 year,188.07692307692307,NA,NA
20220001957,61112,20-29 years,NA,NA,freehold
20220001971,3898.08,5-9 years,112,NA,NA
20220001980,55537.5,20-29 years,NA,69.23076923076923,freehold
20220001982,32202.9984,20-29 years,NA,297,freehold
20220001983,13432.5,10-19 years,71,NA,NA
20220001988,12072.5,20-29 years,NA,NA,freehold
20220001994,47385,10-19 years,NA,NA,freehold
20220001995,19220.239999999998,two years,NA,83.07692307692308,freehold
20220001996,8328.119999999999,3-4 years,72.11538461538461,NA,NA
20220001997,61112,10-19 years,NA,34.61538461538461,freehold
20220001999,9640,5-9 years,150,NA,NA
20220002010,92200,5-9 years,259.38461538461536,NA,NA
20220002011,9209,10-19 years,76,NA,NA
20220002019,25660.96,two years,129.23076923076923,NA,NA
20220002021,16185,20-29 years,NA,NA,freehold
20220002022,100000,10-19 years,NA,131.53846153846155,freehold
20220002026,72721,10-19 years,NA,207.69230769230768,leasehold
20220002029,46052,one year,NA,91.15384615384616,freehold
20220002033,16715,10-19 years,NA,NA,freehold
20220002039,97921,20-29 years,NA,133.84615384615384,freehold
20220002040,57697.2528,two years,NA,346.15384615384613,freehold
20220002048,45510,10-19 years,NA,NA,freehold
20220002055,49185,30+ years,NA,NA,leasehold
20220002056,24700,two years,NA,66.92307692307692,freehold
20220002059,35136,30+ years,138.46153846153845,NA,NA
20220002060,15101,10-19 years,88,NA,NA
20220002063,46752.5,30+ years,NA,NA,freehold
20220002064,30219.8,3-4 years,NA,98.07692307692308,freehold
20220002065,21592.5,less than 1 year,133.84615384615384,NA,NA
20220002068,19513.44,3-4 years,126.92307692307692,NA,NA
20220002070,24700,10-19 years,92.3076923076923,NA,NA
20220002072,9209.199999999999,10-19 years,140,NA,NA
20220002073,100000,one year,611.5384615384615,NA,NA
20220002089,86227.5,3-4 years,NA,NA,freehold
20220002093,24001,less than 1 year,0,NA,NA
20220002098,44057.5,30+ years,NA,NA,freehold
20220002099,88532.082,10-19 years,178.84615384615384,NA,NA
20220002101,14734.75,10-19 years,110,NA,NA
20220002103,27375.5,10-19 years,NA,11.538461538461538,freehold
20220002107,18980,20-29 years,103.84615384615384,NA,NA
20220002108,54806.25,5-9 years,NA,138.46153846153845,freehold
20220002111,14300,one year,NA,NA,leasehold
20220002112,4938.12,less than 1 year,97.5,NA,NA
20220002113,62706.25,3-4 years,NA,184.6153846153846,freehold
20220002117,9209,10-19 years,68.5784023668639,NA,NA
20220002118,33274.1,two years,NA,NA,freehold
20220002119,35475,one year,NA,346.15384615384613,freehold
20220002122,10642,one year,426.9230769230769,NA,NA
20220002124,44155,20-29 years,90.46153846153847,NA,NA
20220002138,23725,30+ years,NA,NA,freehold
20220002139,12764,20-29 years,102,NA,NA
20220002142,95892,one year,311.53846153846155,NA,NA
20220002148,38854.7255,10-19 years,96.15384615384616,NA,NA
20220002150,29975,3-4 years,207.69230769230768,NA,NA
20220002151,36763,30+ years,NA,NA,freehold
20220002152,14256.599999999999,one year,213.46153846153845,NA,NA
20220002155,19972.5,30+ years,NA,NA,freehold
20220002156,30275,less than 1 year,NA,96.92307692307692,freehold
20220002163,100000,3-4 years,NA,307.06848500301504,freehold
20220002166,29072.5,10-19 years,NA,NA,freehold
20220002171,22043,30+ years,NA,NA,freehold
20220002173,100000,5-9 years,NA,263.0769230769231,freehold
20220002178,52612.5,one year,NA,174.70709950549028,leasehold
20220002181,38955,30+ years,NA,NA,freehold
20220002184,78037.5,30+ years,94,NA,NA
20220002196,100000,5-9 years,NA,350,freehold
20220002198,18200,5-9 years,93,NA,NA
20220002199,14441.68,5-9 years,106.68146153846155,NA,NA
20220002202,36004.65,5-9 years,159,NA,NA
20220002205,14693.36,30+ years,NA,NA,freehold
20220002207,28286.25,one year,150,NA,NA
20220002208,9209,10-19 years,NA,NA,NA
20220002213,7640.000000000001,3-4 years,79,NA,NA
20220002215,54292.5,10-19 years,NA,89.07692307692308,freehold
20220002217,13928,one year,NA,NA,freehold
20220002221,49550,10-19 years,NA,30,freehold
20220002228,65150,one year,NA,220.0782142959573,freehold
20220002237,100000,20-29 years,NA,553.8461538461538,freehold
20220002240,37225,10-19 years,NA,NA,freehold
20220002241,20019.8,20-29 years,139,NA,NA
20220002242,29151.5,3-4 years,134,NA,NA
20220002243,19488.04,3-4 years,106.15384615384616,NA,NA
20220002244,49475,3-4 years,138.46153846153845,NA,NA
20220002246,19240,10-19 years,99.6923076923077,NA,NA
20220002250,40717.5,10-19 years,NA,122.3076923076923,freehold
20220002251,14484.48,5-9 years,NA,NA,freehold
20220002252,30425,3-4 years,92.3076923076923,NA,NA
20220002256,10475,30+ years,NA,NA,freehold
20220002261,20268.56,10-19 years,96,NA,NA
20220002264,31200,30+ years,NA,NA,freehold
20220002266,28633.8,one year,NA,NA,freehold
20220002268,49375,3-4 years,NA,NA,freehold
20220002269,15098.75,5-9 years,79.38461538461539,NA,NA
20220002274,13525,3-4 years,116.07692307692308,NA,NA
20220002275,52519.8,10-19 years,NA,84.23076923076923,freehold
20220002278,19165.5,10-19 years,80,NA,NA
20220002282,23325.5,10-19 years,140,NA,NA
20220002284,32114.16,two years,115.38461538461539,NA,NA
20220002288,21129.399999999998,one year,123.46153846153847,NA,NA
20220002290,66780,one year,105,NA,NA
20220002294,77275,5-9 years,NA,265.38461538461536,freehold
20220002296,35954.437722,30+ years,NA,39.125015874836855,freehold
20220002299,9209,5-9 years,67,NA,NA
20220002302,66977.8,3-4 years,NA,191.07692307692307,freehold
20220002305,100000,two years,NA,325.61538461538464,freehold
20220002306,14450,3-4 years,75,NA,NA
20220002309,100000,10-19 years,160,NA,NA
20220002312,12353.880000000001,5-9 years,NA,99.23076923076923,freehold
20220002320,13000,3-4 years,126.92307692307692,NA,NA
20220002321,100000,20-29 years,NA,360.2692307692308,freehold
20220002327,22600,30+ years,82,NA,NA
20220002328,36605.28,5-9 years,288.46153846153845,NA,NA
20220002329,89600,3-4 years,NA,176.07692307692307,freehold
20220002332,16169,one year,128.6912015,NA,NA
20220002333,43216,20-29 years,46.15384615384615,0.02307692307692308,freehold
20220002337,4938.12,5-9 years,127,NA,NA
20220002340,32202.9984,10-19 years,86,NA,NA
20220002341,38105.61,one year,160.3846153846154,NA,NA
20220002343,79820,10-19 years,102,NA,NA
20220002347,73306.2316,30+ years,NA,NA,freehold
20220002348,44207.5,30+ years,115.38461538461539,NA,NA
20220002350,100000,5-9 years,NA,109.61538461538461,freehold
20220002353,9672,10-19 years,160,NA,NA
20220002355,79073.33,one year,NA,230.76923076923077,freehold
20220002357,9501,5-9 years,83,NA,NA
20220002358,41745.259999999995,5-9 years,121.15384615384616,NA,NA
20220002359,28525,20-29 years,NA,NA,freehold
20220002362,21372,less than 1 year,NA,NA,freehold
20220002363,100000,10-19 years,NA,NA,freehold
20220002367,45062.5,30+ years,NA,NA,freehold
20220002371,3898.08,3-4 years,72,NA,NA
20220002372,13000,two years,96,NA,NA
20220002376,42695,less than 1 year,NA,NA,freehold
20220002378,29699.8,two years,173.07692307692307,NA,NA
20220002383,38740,5-9 years,114.23076923076923,NA,NA
20220002385,97606.25,one year,NA,NA,freehold
20220002390,38400.8996,3-4 years,92,NA,NA
20220002393,11502,30+ years,110,NA,NA
20220002396,32765,less than 1 year,311.53846153846155,NA,NA
20220002397,25575,30+ years,85.57692307692308,NA,NA
20220002400,72721,one year,NA,230.76923076923077,leasehold
20220002404,9209.2,30+ years,84.96404,NA,NA
20220002409,4940.16,10-19 years,109,NA,NA
20220002413,21976,30+ years,127,NA,NA
20220002416,20785.6845,one year,100,NA,NA
20220002417,39950,less than 1 year,NA,389.63925563030074,freehold
20220002419,43092.8,5-9 years,101,NA,NA
20220002420,30071.44,5-9 years,NA,115.38461538461539,leasehold
20220002421,51182.134,less than 1 year,NA,60.23076923076923,freehold
20220002424,57725,one year,207.69230769230768,NA,NA
20220002428,18412.68,5-9 years,80,NA,NA
20220002431,44649.4,5-9 years,NA,NA,leasehold
20220002437,9209.2,30+ years,120,NA,NA
20220002440,16120,5-9 years,124,NA,NA
20220002442,13578.3,10-19 years,92.3076923076923,NA,NA
20220002443,13272.5,5-9 years,NA,NA,freehold
20220002445,16239,10-19 years,120,NA,NA
20220002446,18218.75,20-29 years,71.59615384615384,NA,NA
20220002449,7800,20-29 years,105,NA,NA
20220002451,33278.25,30+ years,116.3076923076923,NA,NA
20220002457,73055.8,3-4 years,NA,300,freehold
20220002459,34135,less than 1 year,NA,390.46153846153845,freehold
20220002460,23144.5,30+ years,NA,NA,freehold
20220002464,26059.8,10-19 years,NA,53.07692307692308,freehold
20220002472,9209.2,30+ years,NA,NA,freehold
20220002476,37426.8912,10-19 years,129,NA,NA
20220002482,14056,30+ years,107,NA,NA
20220002484,100000,5-9 years,NA,484.61538461538464,freehold
20220002489,38955,5-9 years,NA,NA,freehold
20220002493,39260,3-4 years,220,NA,NA
20220002496,56399.8,one year,213.46153846153845,NA,NA
20220002500,31237.5,5-9 years,NA,507.6923076923077,freehold
20220002502,40819,30+ years,NA,NA,freehold
20220002503,37135.8,10-19 years,87.5,NA,NA
20220002505,18293.760000000002,30+ years,NA,NA,freehold
20220002519,19356.657410000003,10-19 years,138,NA,NA
20220002520,31132.5,10-19 years,120,NA,NA
20220002523,36431.529,3-4 years,NA,NA,freehold
20220002526,28915,20-29 years,NA,NA,freehold
20220002528,11830,10-19 years,67,NA,NA
20220002533,73893,20-29 years,NA,NA,freehold
20220002534,43012.5,less than 1 year,NA,184.6153846153846,leasehold
20220002535,23666.978,20-29 years,NA,NA,freehold
20220002538,9250,5-9 years,100,NA,NA
20220002540,12207,5-9 years,99.825555,NA,NA
20220002541,16199.2732,5-9 years,173.07692307692307,NA,NA
20220002542,24700,one year,103.84615384615384,NA,NA
20220002543,26740.72,one year,115.38461538461539,NA,NA
20220002544,100000,10-19 years,NA,NA,freehold
20220002545,100000,two years,761.5384615384615,NA,NA
20220002546,100000,3-4 years,NA,NA,freehold
20220002549,33540,two years,177.69230769230768,NA,NA
20220002551,55787.443,5-9 years,NA,NA,freehold
20220002556,45887.5,3-4 years,230.76923076923077,NA,NA
20220002566,9209,20-29 years,130,NA,NA
20220002569,21858.75,two years,NA,NA,leasehold
20220002575,3898.08,10-19 years,87,NA,NA
20220002577,42102.5,3-4 years,75,NA,NA
20220002579,86697.3,10-19 years,NA,76.15384615384616,freehold
20220002587,22394.5,10-19 years,NA,404.4867704594768,freehold
20220002589,45137.5,less than 1 year,207.69230769230768,NA,NA
20220002598,24700,5-9 years,122.3076923076923,NA,NA
20220002599,34320.3,one year,NA,152.30769230769232,leasehold
20220002602,39902.41,one year,100.61538461538461,NA,NA
20220002615,100000,20-29 years,122.76923076923077,NA,NA
20220002620,23975,30+ years,NA,NA,freehold
20220002621,37440,5-9 years,NA,139.3846153846154,freehold
20220002625,92550,20-29 years,NA,63.578150796609876,freehold
20220002627,15635.8,10-19 years,138.46153846153845,NA,NA
20220002628,43347.5,20-29 years,NA,NA,freehold
20220002629,33141.76,30+ years,133.84615384615384,NA,NA
20220002631,72955,two years,NA,247.84615384615384,freehold
20220002633,17995,30+ years,NA,NA,freehold
20220002637,69134.8,20-29 years,NA,155.96153846153845,freehold
20220002638,8840.439999999999,5-9 years,138.46153846153845,NA,NA
20220002639,65522.7,10-19 years,NA,115.38461538461539,NA
20220002642,25613.039999999997,two years,72.46153846153847,NA,NA
20220002644,77585,20-29 years,NA,NA,freehold
20220002655,13655,5-9 years,NA,NA,leasehold
20220002656,39286.55,5-9 years,101,NA,NA
20220002657,100000,one year,NA,807.6923076923077,freehold
20220002658,48555,5-9 years,NA,80.07692307692308,freehold
20220002666,64290,20-29 years,NA,173.07692307692307,freehold
20220002669,100000,one year,323.0769230769231,NA,NA
20220002677,58209.297560399995,two years,265.38461538461536,NA,NA
20220002684,17160,one year,46.5,62.30769230769231,leasehold
20220002685,29648,5-9 years,NA,NA,freehold
20220002687,42900,20-29 years,108.92307692307692,NA,NA
20220002688,100000,5-9 years,NA,NA,leasehold
20220002689,16157.5,30+ years,92.3076923076923,NA,NA
20220002690,9880,less than 1 year,154.86124920816917,NA,NA
20220002692,68812.5,5-9 years,NA,138.46153846153845,freehold
20220002696,52322.94117647059,two years,49.8,70.84615384615384,leasehold
20220002698,29377.3,3-4 years,NA,161.53846153846155,leasehold
20220002699,19299.8,10-19 years,NA,98.07692307692308,freehold
20220002700,55372.3,5-9 years,NA,138.46153846153845,freehold
20220002706,93797.5,10-19 years,NA,NA,freehold
20220002708,59600.3,20-29 years,NA,80.76923076923077,freehold
20220002709,100000,5-9 years,184.6153846153846,69.23076923076923,leasehold
20220002712,28393.392,10-19 years,132,NA,NA
20220002719,67100,3-4 years,NA,130.3846153846154,freehold
20220002740,22343.75,5-9 years,92.88461538461539,NA,NA
20220002744,20757.51,3-4 years,NA,100.84615384615384,freehold
20220002747,66686.3572,10-19 years,NA,227.70759239155052,freehold
20220002748,27523,30+ years,NA,NA,freehold
20220002751,9209,10-19 years,96,NA,NA
20220002758,72743.75,two years,NA,207.69230769230768,freehold
20220002759,14565,30+ years,NA,NA,freehold
20220002765,20178,20-29 years,NA,95.57345384764216,freehold
20220002769,6708,30+ years,83,NA,NA
20220002770,22835.8,3-4 years,98.07692307692308,NA,NA
20220002773,50114.94,one year,NA,242.30769230769232,freehold
20220002774,100000,30+ years,NA,NA,freehold
20220002780,30321,one year,167.30769230769232,NA,NA
20220002782,34613.8,less than 1 year,127.81065088757397,NA,NA
20220002783,56329,30+ years,NA,NA,freehold
20220002786,26108.48,3-4 years,105.23076923076923,NA,NA
20220002788,49312.5,10-19 years,NA,NA,freehold
20220002790,12068.679999999998,two years,84.96404,NA,NA
20220002791,27524.260000000002,10-19 years,NA,60.70600020541292,leasehold
20220002792,19877,30+ years,NA,NA,freehold
20220002800,12117.5,30+ years,NA,NA,NA
20220002804,38687,10-19 years,NA,87.6923076923077,freehold
20220002806,22484,30+ years,92.3076923076923,NA,NA
20220002807,29080.68,two years,167.30769230769232,NA,NA
20220002808,44200,less than 1 year,160.3846153846154,NA,NA
20220002809,35257.5,3-4 years,NA,NA,freehold
20220002810,6500,two years,80,NA,NA
20220002816,45568.3808,10-19 years,NA,161.53846153846155,freehold
20220002817,100000,two years,219.23076923076923,NA,NA
20220002819,15112.261488,3-4 years,91.25,NA,NA
20220002832,34538,30+ years,89.76923076923077,NA,NA
